Date,Time of crash,Location,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary,Weather,Pilot Experience,DelayMinutes (in mins),Aircraft Model,Aircraft Age,Investigation Completed,Incident Severity
21-06-1994,10:09:35,Tokyo,Private - AeroClub,F4436,Training,Cessna 172,REG89874,CN376,270,1,9,Bird strike reported.,Clear,30,5,Cessna 208,25,No,Critical
02-11-1996,16:00:36,Tokyo,Rescue Ops,F4649,Training,F-16 Falcon,REG54142,CN698,281,5,4,Crash during takeoff.,Clear,11,45,Cessna 208,9,Yes,Low
05-12-1990,2:22:58,Paris,Cargo Air,F3292,Training,Airbus A320,REG46748,CN725,9,59,6,Bird strike reported.,Rain,3,5,Boeing 737,19,No,Critical
09-04-2012,9:34:27,Delhi,Commercial - AirFly,F6985,Domestic,Boeing 747,REG18741,CN625,218,94,8,Mid-air collision.,Rain,13,0,Airbus A380,27,No,Critical
21-02-2016,8:06:36,Delhi,Military - U.S. Army,F5009,International,Wright Flyer,REG66277,CN131,185,92,17,Crash during takeoff.,Snow,18,5,Antonov An-225,14,No,High
28-04-2016,6:06:54,Delhi,Military - U.S. Army,F1040,Cargo,Cessna 172,REG33828,CN963,110,84,20,Crash during landing.,Storm,6,60,Boeing 737,15,Yes,High
28-02-1983,12:52:23,Tokyo,Cargo Air,F6118,Cargo,Airbus A320,REG81926,CN707,12,53,4,Engine failure mid-air.,Rain,30,45,Airbus A380,8,No,Low
26-05-2010,19:32:37,New York,Military - U.S. Army,F3805,International,Cessna 172,REG99038,CN947,294,7,1,Crash during takeoff.,Storm,18,60,Antonov An-225,2,No,Critical
26-01-2010,18:20:45,Tokyo,Private - AeroClub,F8293,Cargo,Cessna 172,REG51151,CN421,104,75,16,Crash during landing.,Snow,35,30,Boeing 737,27,No,Medium
09-07-2011,16:04:22,Paris,Private - AeroClub,F6249,Cargo,Airbus A320,REG17612,CN671,298,38,11,Mid-air collision.,Snow,25,5,Antonov An-225,27,Yes,High
22-05-2019,16:28:26,London,Cargo Air,F1374,International,F-16 Falcon,REG99816,CN590,205,10,4,Engine failure mid-air.,Snow,26,45,Boeing 737,6,Yes,Low
10-12-1999,23:05:35,Paris,Private - AeroClub,F3534,Cargo,F-16 Falcon,REG76944,CN885,69,3,20,Crash during takeoff.,Clear,26,15,Boeing 737,28,Yes,Low
17-10-2010,18:08:14,Delhi,Military - U.S. Army,F3358,Cargo,Airbus A320,REG89520,CN336,115,35,16,Crash during takeoff.,Storm,39,15,Boeing 737,8,No,Low
30-09-2007,15:20:29,Paris,Cargo Air,F7779,International,Wright Flyer,REG54344,CN462,229,1,15,Crash during takeoff.,Rain,7,60,Airbus A380,27,Yes,Low
20-12-1998,10:21:40,New York,Commercial - AirFly,F8208,Domestic,Boeing 747,REG26643,CN759,48,67,15,Mid-air collision.,Snow,15,30,Cessna 208,23,No,High
05-01-1974,9:23:32,Paris,Military - U.S. Army,F2714,Domestic,Boeing 747,REG18374,CN415,248,6,20,Crash during landing.,Rain,15,45,Cessna 208,28,Yes,Medium
09-12-2005,17:28:07,Tokyo,Rescue Ops,F9746,Domestic,F-16 Falcon,REG86386,CN754,225,57,19,Crash during takeoff.,Snow,4,60,Airbus A380,8,No,High
16-01-2002,13:32:18,Tokyo,Rescue Ops,F8750,Training,F-16 Falcon,REG40395,CN939,217,92,13,Bird strike reported.,Clear,5,15,Airbus A380,5,No,Critical
13-08-1989,15:32:42,London,Private - AeroClub,F6817,Cargo,Boeing 747,REG69376,CN823,83,76,4,Crash during takeoff.,Rain,7,30,Antonov An-225,18,Yes,Low
07-04-1982,18:53:05,Tokyo,Cargo Air,F7034,Training,Wright Flyer,REG39723,CN332,90,38,2,Crash during takeoff.,Storm,5,30,Cessna 208,21,No,Medium
24-04-2022,13:51:24,New York,Rescue Ops,F4396,Training,Boeing 747,REG60371,CN966,242,90,8,Crash during takeoff.,Rain,8,10,Cessna 208,18,No,Low
11-09-2013,8:47:59,Paris,Private - AeroClub,F7958,Domestic,Cessna 172,REG10385,CN444,7,20,5,Crash during landing.,Snow,7,15,Boeing 737,21,No,Low
13-06-1990,9:53:17,Sydney,Rescue Ops,F7334,Domestic,Airbus A320,REG43442,CN936,288,26,15,Crash during takeoff.,Storm,2,45,Airbus A380,19,Yes,Critical
23-11-1995,21:40:15,London,Private - AeroClub,F3483,Cargo,Boeing 747,REG13875,CN688,300,49,5,Crash during landing.,Snow,13,15,Antonov An-225,15,No,Low
23-10-2023,23:24:26,Delhi,Rescue Ops,F2277,Domestic,Wright Flyer,REG51084,CN864,202,30,8,Engine failure mid-air.,Clear,9,60,Airbus A380,5,Yes,High
15-10-2022,17:02:04,London,Rescue Ops,F7936,International,Cessna 172,REG73992,CN466,9,12,15,Crash during takeoff.,Snow,5,10,Airbus A380,21,No,High
18-03-2006,3:17:18,New York,Cargo Air,F3690,International,Wright Flyer,REG55935,CN164,235,38,12,Bird strike reported.,Fog,20,5,Antonov An-225,27,Yes,Low
22-04-2019,12:15:31,London,Rescue Ops,F4574,Domestic,Airbus A320,REG86618,CN901,183,94,20,Crash during takeoff.,Snow,22,10,Airbus A380,21,Yes,Critical
10-05-2009,12:54:56,Tokyo,Private - AeroClub,F5892,Domestic,F-16 Falcon,REG38355,CN978,281,41,0,Engine failure mid-air.,Storm,22,0,Airbus A380,27,No,High
13-12-1992,17:25:30,London,Military - U.S. Army,F9739,International,Airbus A320,REG10104,CN407,241,96,7,Engine failure mid-air.,Clear,17,10,Cessna 208,13,Yes,High
05-04-2013,9:37:53,London,Military - U.S. Army,F6858,Domestic,F-16 Falcon,REG44172,CN813,235,67,16,Crash during takeoff.,Snow,21,5,Boeing 737,5,Yes,High
03-04-1971,18:20:18,London,Rescue Ops,F9119,Cargo,Cessna 172,REG22420,CN626,100,6,16,Bird strike reported.,Snow,4,0,Boeing 737,24,No,Medium
11-09-1977,9:13:37,New York,Commercial - AirFly,F2508,Domestic,Boeing 747,REG39994,CN543,247,68,13,Engine failure mid-air.,Clear,1,15,Boeing 737,18,No,Low
25-01-1974,19:42:25,Sydney,Cargo Air,F6244,Cargo,Boeing 747,REG26891,CN438,233,6,13,Mid-air collision.,Clear,10,60,Antonov An-225,27,Yes,Medium
20-06-1976,11:16:11,Sydney,Military - U.S. Army,F1200,Cargo,F-16 Falcon,REG16919,CN289,100,6,5,Mid-air collision.,Fog,22,45,Cessna 208,30,Yes,High
23-05-1982,5:18:47,New York,Private - AeroClub,F5739,International,F-16 Falcon,REG62915,CN518,246,4,3,Bird strike reported.,Clear,17,10,Airbus A380,1,Yes,Critical
29-01-2008,7:13:54,Sydney,Cargo Air,F3304,International,Wright Flyer,REG27908,CN384,20,4,10,Engine failure mid-air.,Snow,9,5,Airbus A380,2,No,Critical
19-07-1982,20:01:06,Sydney,Cargo Air,F1759,Domestic,F-16 Falcon,REG37228,CN362,274,39,6,Engine failure mid-air.,Snow,7,5,Airbus A380,21,Yes,High
15-04-1986,16:24:07,London,Military - U.S. Army,F4985,Training,Boeing 747,REG63965,CN795,146,42,4,Engine failure mid-air.,Storm,12,30,Antonov An-225,10,No,Critical
01-06-2008,0:11:16,Paris,Cargo Air,F8045,Cargo,Wright Flyer,REG45077,CN278,28,93,18,Bird strike reported.,Rain,28,60,Antonov An-225,21,No,Medium
29-10-1994,21:36:35,Sydney,Commercial - AirFly,F3905,Cargo,Wright Flyer,REG56689,CN514,48,42,5,Crash during takeoff.,Fog,24,60,Cessna 208,19,Yes,High
10-10-2013,12:10:23,London,Cargo Air,F1992,Cargo,Cessna 172,REG49340,CN207,137,60,11,Engine failure mid-air.,Rain,26,60,Cessna 208,6,No,Critical
18-04-1994,12:27:46,Tokyo,Military - U.S. Army,F6538,International,Airbus A320,REG86095,CN815,209,16,20,Mid-air collision.,Snow,22,45,Airbus A380,5,No,Medium
31-10-2004,15:59:37,London,Commercial - AirFly,F2691,Training,Cessna 172,REG20721,CN260,235,82,13,Engine failure mid-air.,Snow,15,10,Cessna 208,7,No,Critical
19-03-2019,10:32:47,Delhi,Military - U.S. Army,F1428,Cargo,F-16 Falcon,REG61550,CN848,276,18,9,Mid-air collision.,Fog,38,45,Airbus A380,20,Yes,Critical
18-08-1978,11:55:14,Sydney,Cargo Air,F2364,Domestic,Cessna 172,REG77537,CN771,101,88,14,Crash during landing.,Clear,16,0,Antonov An-225,26,Yes,Critical
26-09-1981,12:03:30,Sydney,Military - U.S. Army,F1066,Domestic,Boeing 747,REG80294,CN728,217,61,17,Crash during landing.,Snow,9,15,Cessna 208,19,Yes,Low
29-10-1981,3:18:25,London,Cargo Air,F5879,Cargo,Cessna 172,REG34109,CN431,143,18,18,Engine failure mid-air.,Fog,19,10,Antonov An-225,7,Yes,Low
09-04-2011,4:47:59,Paris,Cargo Air,F5924,Domestic,Wright Flyer,REG61827,CN940,294,33,16,Crash during landing.,Clear,12,45,Antonov An-225,23,No,High
18-11-2020,14:05:39,Delhi,Rescue Ops,F1419,Cargo,Airbus A320,REG39385,CN323,169,28,19,Crash during landing.,Clear,7,15,Boeing 737,6,No,Low
11-03-1980,12:49:45,London,Cargo Air,F5458,Domestic,F-16 Falcon,REG35518,CN331,119,34,8,Engine failure mid-air.,Fog,27,60,Antonov An-225,22,Yes,High
11-11-2017,3:18:02,Paris,Cargo Air,F5346,Domestic,F-16 Falcon,REG19326,CN985,223,63,19,Engine failure mid-air.,Clear,5,10,Boeing 737,4,No,Low
20-05-1995,18:41:45,Paris,Private - AeroClub,F1408,Domestic,Boeing 747,REG96003,CN265,20,19,16,Mid-air collision.,Fog,27,0,Antonov An-225,30,Yes,Low
20-07-1973,7:18:09,New York,Military - U.S. Army,F5224,Training,Boeing 747,REG82550,CN367,80,7,6,Bird strike reported.,Rain,5,15,Boeing 737,23,No,Low
28-07-2013,18:06:13,Paris,Rescue Ops,F1962,Domestic,Boeing 747,REG72986,CN201,45,63,3,Engine failure mid-air.,Rain,7,30,Cessna 208,30,Yes,Medium
23-03-1997,14:42:55,New York,Military - U.S. Army,F9532,Domestic,Boeing 747,REG22060,CN222,68,68,14,Bird strike reported.,Storm,9,15,Boeing 737,25,Yes,Critical
28-09-2012,16:23:31,Delhi,Commercial - AirFly,F8023,International,Airbus A320,REG19404,CN344,284,100,2,Crash during landing.,Fog,20,30,Boeing 737,22,No,Low
26-10-2021,9:10:15,Sydney,Military - U.S. Army,F2949,Training,Boeing 747,REG16276,CN177,122,10,10,Engine failure mid-air.,Storm,4,15,Antonov An-225,22,Yes,Critical
17-12-1975,13:35:16,Tokyo,Commercial - AirFly,F3739,Training,Wright Flyer,REG95981,CN608,160,9,0,Engine failure mid-air.,Storm,19,15,Boeing 737,30,No,High
14-09-2016,16:58:58,Tokyo,Rescue Ops,F7396,Training,Airbus A320,REG84738,CN712,114,7,0,Bird strike reported.,Clear,38,45,Cessna 208,14,No,High
21-01-2006,6:23:23,Paris,Commercial - AirFly,F3386,International,Cessna 172,REG93643,CN841,45,58,4,Crash during takeoff.,Fog,9,60,Cessna 208,13,No,Low
27-03-1993,12:55:00,Delhi,Private - AeroClub,F1701,Domestic,Boeing 747,REG95709,CN381,57,28,0,Crash during takeoff.,Snow,27,60,Airbus A380,9,Yes,Critical
17-03-1979,0:00:40,Delhi,Rescue Ops,F9871,Domestic,Boeing 747,REG23145,CN597,70,68,4,Crash during landing.,Fog,27,5,Airbus A380,17,Yes,Low
04-07-2001,21:10:08,London,Military - U.S. Army,F3426,International,Wright Flyer,REG82884,CN258,146,1,17,Bird strike reported.,Fog,21,60,Airbus A380,17,Yes,High
10-01-2023,19:19:02,New York,Commercial - AirFly,F2511,Domestic,Airbus A320,REG45124,CN563,60,29,11,Crash during landing.,Clear,16,10,Boeing 737,27,No,Medium
04-08-1998,14:59:09,London,Cargo Air,F3150,Domestic,Cessna 172,REG47914,CN220,185,62,17,Crash during landing.,Snow,30,30,Airbus A380,1,Yes,Low
13-07-1976,0:57:19,New York,Cargo Air,F5713,Training,Wright Flyer,REG49489,CN179,171,97,4,Mid-air collision.,Clear,17,10,Antonov An-225,18,No,Critical
28-10-1995,23:56:40,London,Cargo Air,F1596,International,F-16 Falcon,REG94090,CN622,285,78,7,Crash during landing.,Fog,15,60,Cessna 208,16,Yes,Medium
08-09-2011,17:37:49,New York,Military - U.S. Army,F2594,International,Airbus A320,REG68278,CN356,123,92,12,Mid-air collision.,Snow,1,10,Cessna 208,18,No,High
25-03-2014,11:37:36,Tokyo,Private - AeroClub,F9924,Training,Wright Flyer,REG85486,CN854,1,53,19,Crash during takeoff.,Snow,4,45,Cessna 208,12,Yes,Critical
30-04-1971,12:04:46,New York,Rescue Ops,F6432,Cargo,Cessna 172,REG41534,CN339,232,96,8,Bird strike reported.,Fog,3,0,Antonov An-225,11,Yes,Critical
06-03-2007,2:59:14,Delhi,Cargo Air,F2132,Training,Airbus A320,REG82330,CN159,72,45,7,Crash during landing.,Snow,18,5,Antonov An-225,24,No,Medium
08-09-2005,9:17:19,Delhi,Rescue Ops,F3954,Training,F-16 Falcon,REG79665,CN388,95,30,4,Bird strike reported.,Rain,14,10,Boeing 737,25,Yes,High
06-03-1977,14:45:08,Tokyo,Private - AeroClub,F6423,Training,Wright Flyer,REG62208,CN714,56,41,17,Bird strike reported.,Storm,30,10,Boeing 737,13,Yes,Critical
08-07-2020,12:00:10,Tokyo,Military - U.S. Army,F7044,Cargo,F-16 Falcon,REG41347,CN881,110,28,4,Mid-air collision.,Storm,39,,Cessna 208,6,Yes,Low
26-11-1998,20:34:58,London,Cargo Air,F7338,International,F-16 Falcon,REG46639,CN120,72,77,13,Crash during takeoff.,Rain,40,30,Boeing 737,15,Yes,Low
18-07-2013,9:10:38,London,Military - U.S. Army,F1433,Training,F-16 Falcon,REG63381,CN575,278,98,5,Crash during landing.,Storm,16,30,Airbus A380,29,No,Critical
31-10-1988,15:54:53,New York,Rescue Ops,F4625,International,Boeing 747,REG14327,CN320,63,29,18,Engine failure mid-air.,Snow,3,10,Cessna 208,1,Yes,Medium
17-01-1974,13:06:42,Paris,Private - AeroClub,F2740,International,Wright Flyer,REG37740,CN482,116,62,19,Crash during takeoff.,Clear,39,0,Boeing 737,2,Yes,Medium
12-03-2022,20:21:27,New York,Rescue Ops,F3395,International,Boeing 747,REG59358,CN832,144,89,15,Crash during landing.,Snow,24,10,Cessna 208,1,No,Medium
11-05-1990,0:18:50,Tokyo,Military - U.S. Army,F3239,International,F-16 Falcon,REG60471,CN766,240,59,17,Crash during landing.,Storm,22,15,Cessna 208,15,No,Medium
29-10-2009,0:50:47,New York,Cargo Air,F5844,Training,Wright Flyer,REG98824,CN729,54,10,14,Crash during takeoff.,Fog,27,45,Antonov An-225,11,Yes,High
11-11-1985,21:30:41,Delhi,Private - AeroClub,F3048,Domestic,Airbus A320,REG30987,CN667,45,89,20,Bird strike reported.,Fog,36,0,Antonov An-225,22,Yes,Low
26-12-1983,4:15:04,Sydney,Private - AeroClub,F7402,Cargo,Airbus A320,REG99096,CN552,13,49,20,Crash during takeoff.,Fog,14,10,Airbus A380,5,Yes,Medium
17-08-2013,3:34:22,Paris,Military - U.S. Army,F2173,International,Cessna 172,REG93330,CN629,146,82,16,Bird strike reported.,Fog,15,15,Boeing 737,3,No,Medium
14-12-1997,6:01:02,New York,Military - U.S. Army,F8431,Training,Wright Flyer,REG84684,CN870,276,72,4,Engine failure mid-air.,Clear,14,5,Cessna 208,14,No,Critical
03-02-2004,19:13:08,Delhi,Cargo Air,F5224,Domestic,Cessna 172,REG96390,CN667,104,87,15,Crash during takeoff.,Storm,37,0,Cessna 208,29,Yes,Medium
13-09-1973,3:06:49,Tokyo,Private - AeroClub,F7354,Training,Wright Flyer,REG66094,CN502,150,23,13,Crash during takeoff.,Rain,24,0,Airbus A380,16,Yes,High
06-05-1998,11:14:51,London,Rescue Ops,F6987,Cargo,Boeing 747,REG60581,CN728,241,52,8,Mid-air collision.,Fog,33,,Antonov An-225,6,Yes,High
31-10-2021,9:45:23,New York,Private - AeroClub,F6027,Cargo,Wright Flyer,REG51274,CN105,212,74,4,Mid-air collision.,Fog,21,15,Cessna 208,28,Yes,Medium
13-11-1974,13:49:08,Delhi,Rescue Ops,F9064,International,Airbus A320,REG40332,CN857,164,89,0,Mid-air collision.,Fog,38,60,Airbus A380,9,No,Medium
18-07-1976,4:36:07,Tokyo,Rescue Ops,F7082,Domestic,Wright Flyer,REG29312,CN906,101,37,15,Crash during takeoff.,Snow,1,10,Cessna 208,16,No,Medium
08-07-2003,3:55:33,Tokyo,Private - AeroClub,F8519,Domestic,Wright Flyer,REG40169,CN765,272,17,2,Bird strike reported.,Fog,36,45,Airbus A380,25,Yes,Medium
24-11-2009,20:46:56,London,Private - AeroClub,F5419,Training,F-16 Falcon,REG61735,CN599,205,98,14,Crash during landing.,Fog,13,15,Airbus A380,22,Yes,Critical
26-12-1987,0:07:04,London,Military - U.S. Army,F1443,Domestic,Airbus A320,REG48296,CN615,138,16,12,Bird strike reported.,Snow,14,5,Airbus A380,14,No,Critical
22-01-1972,16:10:44,Paris,Cargo Air,F7643,Cargo,F-16 Falcon,REG37111,CN490,5,42,20,Bird strike reported.,Snow,19,15,Airbus A380,1,No,Critical
11-02-1995,18:45:53,New York,Private - AeroClub,F4076,International,Boeing 747,REG91478,CN478,48,72,6,Bird strike reported.,Clear,1,0,Boeing 737,29,No,High
14-02-2005,3:30:22,Paris,Private - AeroClub,F9861,Domestic,Wright Flyer,REG78671,CN851,261,73,20,Crash during landing.,Storm,17,45,Boeing 737,2,No,Low
25-05-1994,7:04:22,Delhi,Rescue Ops,F9338,Training,F-16 Falcon,REG37993,CN953,170,24,16,Crash during landing.,Storm,33,45,Airbus A380,16,No,Critical
07-09-1998,11:32:03,London,Private - AeroClub,F1196,Domestic,Cessna 172,REG77675,CN425,196,36,14,Crash during landing.,Fog,29,30,Cessna 208,2,Yes,Low
20-11-1983,14:50:58,Sydney,Private - AeroClub,F7632,International,Cessna 172,REG23478,CN546,48,13,11,Mid-air collision.,Fog,28,60,Antonov An-225,4,Yes,Critical
29-07-2004,14:22:37,Sydney,Cargo Air,F4308,International,Wright Flyer,REG64240,CN167,244,5,10,Crash during landing.,Storm,35,5,Cessna 208,7,No,High
14-05-2018,2:37:22,Delhi,Commercial - AirFly,F8204,International,Airbus A320,REG58446,CN352,187,30,7,Mid-air collision.,Snow,33,5,Cessna 208,6,No,Critical
28-09-1982,3:29:57,Sydney,Rescue Ops,F6491,Domestic,F-16 Falcon,REG99301,CN438,277,34,13,Crash during takeoff.,Snow,32,30,Airbus A380,1,Yes,Low
09-08-1983,16:21:13,London,Rescue Ops,F3928,Cargo,Cessna 172,REG66360,CN706,287,82,7,Bird strike reported.,Storm,5,45,Cessna 208,26,Yes,Medium
14-09-1998,4:55:33,Tokyo,Commercial - AirFly,F7987,Domestic,Wright Flyer,REG10579,CN923,279,59,6,Crash during landing.,Snow,37,15,Airbus A380,29,Yes,Critical
28-01-1990,17:55:45,London,Rescue Ops,F8784,Cargo,Cessna 172,REG25198,CN223,257,37,4,Bird strike reported.,Rain,31,45,Antonov An-225,7,Yes,Low
10-10-1970,14:58:05,London,Private - AeroClub,F1787,International,Boeing 747,REG28456,CN298,152,86,9,Crash during takeoff.,Rain,4,10,Antonov An-225,28,No,Critical
06-06-1978,19:53:59,Sydney,Rescue Ops,F2971,Cargo,F-16 Falcon,REG59309,CN473,223,44,12,Crash during takeoff.,Fog,27,10,Boeing 737,20,No,Medium
23-06-1987,9:49:17,New York,Private - AeroClub,F7007,International,Wright Flyer,REG46903,CN241,195,87,11,Engine failure mid-air.,Fog,40,5,Airbus A380,5,Yes,Low
07-03-1993,7:39:45,New York,Rescue Ops,F1348,Training,Boeing 747,REG72683,CN787,125,53,1,Crash during landing.,Storm,32,60,Boeing 737,3,No,Low
18-08-1978,1:04:25,Sydney,Military - U.S. Army,F7865,Domestic,F-16 Falcon,REG76049,CN133,69,51,11,Mid-air collision.,Snow,14,45,Cessna 208,28,No,High
22-08-2023,14:55:35,London,Military - U.S. Army,F6220,Training,Airbus A320,REG75587,CN830,106,45,15,Crash during landing.,Snow,12,0,Cessna 208,19,No,Critical
24-02-2021,2:52:16,Delhi,Military - U.S. Army,F9279,Cargo,Cessna 172,REG47176,CN795,123,19,0,Engine failure mid-air.,Clear,32,45,Airbus A380,27,No,Critical
25-09-2002,4:49:33,London,Commercial - AirFly,F7436,Training,Boeing 747,REG87626,CN270,256,85,4,Bird strike reported.,Clear,3,60,Boeing 737,23,Yes,Low
29-12-2018,12:42:03,New York,Commercial - AirFly,F7176,Domestic,Boeing 747,REG21274,CN703,13,71,10,Bird strike reported.,Rain,10,15,Boeing 737,13,Yes,Low
11-10-1987,7:20:57,Delhi,Military - U.S. Army,F7248,International,F-16 Falcon,REG21719,CN159,30,92,1,Mid-air collision.,Clear,34,60,Airbus A380,3,No,Low
27-04-1970,9:54:52,Paris,Private - AeroClub,F3842,International,Boeing 747,REG46527,CN166,172,69,19,Engine failure mid-air.,,4,30,Airbus A380,2,No,Medium
15-10-2009,13:27:05,London,Rescue Ops,F7453,International,Airbus A320,REG94239,CN125,263,100,2,Engine failure mid-air.,Rain,28,30,Boeing 737,12,No,Critical
02-01-1993,14:54:00,Tokyo,Military - U.S. Army,F2206,Domestic,F-16 Falcon,REG55724,CN797,281,27,7,Crash during landing.,Snow,28,15,Airbus A380,20,No,High
08-07-1982,3:35:37,New York,Commercial - AirFly,F3292,Cargo,Airbus A320,REG40511,CN585,209,93,11,Crash during landing.,Clear,26,60,Antonov An-225,14,No,Low
03-09-2015,15:30:25,London,Cargo Air,F9891,International,Cessna 172,REG40957,CN542,279,67,11,Crash during landing.,,26,60,Airbus A380,15,No,Medium
14-02-2023,5:11:27,Delhi,Rescue Ops,F8272,Domestic,Airbus A320,REG35521,CN558,204,10,12,Bird strike reported.,Rain,12,30,Boeing 737,15,No,Medium
12-07-1998,18:34:06,London,Commercial - AirFly,F6593,Cargo,Cessna 172,REG70929,CN255,223,41,19,Crash during takeoff.,Fog,19,0,Airbus A380,30,No,Low
13-06-1998,0:59:04,Sydney,Commercial - AirFly,F3044,Cargo,F-16 Falcon,REG60794,CN437,248,70,18,Engine failure mid-air.,Snow,5,60,Airbus A380,19,No,Critical
25-06-2001,2:34:34,Delhi,Private - AeroClub,F2870,Training,Airbus A320,REG66168,CN140,29,83,11,Crash during landing.,Clear,39,,Cessna 208,9,Yes,Critical
06-05-2020,15:22:40,Delhi,Private - AeroClub,F4816,Domestic,Wright Flyer,REG87286,CN300,10,15,3,Engine failure mid-air.,Storm,1,0,Antonov An-225,27,Yes,Critical
10-09-1994,5:36:48,New York,Rescue Ops,F6646,International,Wright Flyer,REG31240,CN332,97,52,19,Engine failure mid-air.,Clear,36,0,Antonov An-225,6,Yes,Low
21-09-2014,20:12:01,London,Commercial - AirFly,F3830,Cargo,Cessna 172,REG28204,CN365,294,57,11,Engine failure mid-air.,Fog,19,0,Cessna 208,16,Yes,High
15-05-1997,12:42:38,Tokyo,Rescue Ops,F9127,Training,F-16 Falcon,REG59863,CN655,253,100,6,Bird strike reported.,Storm,17,10,Airbus A380,9,No,Low
08-03-1995,12:41:27,Paris,Cargo Air,F7862,Training,Airbus A320,REG36034,CN782,138,64,6,Bird strike reported.,Snow,15,45,Cessna 208,21,No,Medium
14-05-2007,15:13:27,Delhi,Commercial - AirFly,F9480,Training,Wright Flyer,REG30218,CN130,236,60,11,Mid-air collision.,Fog,1,30,Cessna 208,8,Yes,Critical
26-04-2020,6:42:53,Sydney,Commercial - AirFly,F5927,International,Cessna 172,REG88258,CN807,173,68,1,Bird strike reported.,Clear,20,10,Boeing 737,12,Yes,Medium
23-09-2017,8:25:29,London,Private - AeroClub,F1837,Cargo,Wright Flyer,REG46747,CN276,101,72,1,Crash during takeoff.,Fog,15,45,Antonov An-225,30,Yes,High
11-03-1994,20:50:59,Tokyo,Private - AeroClub,F4959,Domestic,F-16 Falcon,REG65274,CN241,172,71,11,Crash during landing.,Storm,3,45,Airbus A380,23,Yes,High
25-10-2000,0:42:11,Paris,Private - AeroClub,F6106,International,Boeing 747,REG39750,CN166,72,59,19,Bird strike reported.,Rain,15,60,Antonov An-225,20,No,Medium
21-01-1977,23:46:57,New York,Private - AeroClub,F3330,International,Boeing 747,REG85511,CN129,141,21,12,Bird strike reported.,Rain,30,60,Cessna 208,5,No,Critical
08-06-1986,21:22:07,Sydney,Private - AeroClub,F9578,Training,Cessna 172,REG39287,CN641,99,70,11,Bird strike reported.,Storm,22,0,Cessna 208,21,No,Low
02-04-1977,18:14:20,New York,Private - AeroClub,F8809,Training,Boeing 747,REG56855,CN420,113,88,14,Crash during landing.,Fog,9,,Airbus A380,18,Yes,Critical
17-11-2010,6:15:28,Tokyo,Rescue Ops,F2564,International,F-16 Falcon,REG97529,CN425,244,47,13,Engine failure mid-air.,Fog,17,0,Airbus A380,25,No,Low
01-02-2016,8:33:07,Paris,Rescue Ops,F7426,International,F-16 Falcon,REG87221,CN736,31,54,18,Engine failure mid-air.,Clear,39,60,Antonov An-225,8,Yes,Medium
